10 -2 0.468041 3 3
10 -1.6 0.299329 3 3
10 -1.2 0.16821 3 3
10 -0.8 0.0747062 3 3
10 -0.4 0.0186528 3 3
10 0 0 3 3
10 0.4 0.0186102 3 3
10 0.8 0.0743711 3 3
10 1.2 0.167077 3 3
10 1.6 0.296645 3 3
10 2 0.462804 3 3
20 -2 0.936083 3 3
20 -1.6 0.598658 3 3
20 -1.2 0.336419 3 3
20 -0.8 0.149412 3 3
20 -0.4 0.0373057 3 3
20 0 0 3 3
20 0.4 0.0372203 3 3
20 0.8 0.148742 3 3
20 1.2 0.334154 3 3
20 1.6 0.59329 3 3
20 2 0.925609 3 3
30 -2 1.40412 3 3
30 -1.6 0.897986 3 3
30 -1.2 0.504629 3 3
30 -0.8 0.224119 3 3
30 -0.4 0.0559585 3 3
30 0 0 3 3
30 0.4 0.0558305 3 3
30 0.8 0.223113 3 3
30 1.2 0.501232 3 3
30 1.6 0.889935 3 3
30 2 1.38841 3 3
40 -2 1.87217 3 3
40 -1.6 1.19732 3 3
40 -1.2 0.672838 3 3
40 -0.8 0.298825 3 3
40 -0.4 0.0746114 3 3
40 0 0 3 3
40 0.4 0.0744406 3 3
40 0.8 0.297484 3 3
40 1.2 0.668309 3 3
40 1.6 1.18658 3 3
40 2 1.85122 3 3
