10 0.1075 0.1075 2 14.5858 
10 0.1075 0.1225 2 13.3976 
10 0.1075 0.1375 2 12.3569 
10 0.1075 0.1525 2 11.4799 
10 0.1075 0.1675 2 10.7629 
10 0.1075 0.1825 2 10.1891 
10 0.1075 0.1975 2 9.73632 
10 0.1075 0.2125 2 9.38164 
10 0.1075 0.2275 2 9.10451 
10 0.1075 0.2425 2 8.8878 
10 0.1225 0.1075 2 13.0946 
10 0.1225 0.1225 2 12.0184 
10 0.1225 0.1375 2 11.0749 
10 0.1225 0.1525 2 10.2793 
10 0.1225 0.1675 2 9.6286 
10 0.1225 0.1825 2 9.10789 
10 0.1225 0.1975 2 8.69694 
10 0.1225 0.2125 2 8.37502 
10 0.1225 0.2275 2 8.1235 
10 0.1225 0.2425 2 7.92683 
10 0.1375 0.1075 2 11.6613 
10 0.1375 0.1225 2 10.6972 
10 0.1375 0.1375 2 9.85111 
10 0.1375 0.1525 2 9.13716 
10 0.1375 0.1675 2 8.55297 
10 0.1375 0.1825 2 8.08534 
10 0.1375 0.1975 2 7.71622 
10 0.1375 0.2125 2 7.42704 
10 0.1375 0.2275 2 7.2011 
10 0.1375 0.2425 2 7.02442 
10 0.1525 0.1075 2 10.3213 
10 0.1525 0.1225 2 9.46515 
10 0.1525 0.1375 2 8.71306 
10 0.1525 0.1525 2 8.07791 
10 0.1525 0.1675 2 7.55789 
10 0.1525 0.1825 2 7.14146 
10 0.1525 0.1975 2 6.81265 
10 0.1525 0.2125 2 6.55502 
10 0.1525 0.2275 2 6.35371 
10 0.1525 0.2425 2 6.19629 
10 0.1675 0.1075 2 9.10163 
10 0.1675 0.1225 2 8.34577 
10 0.1675 0.1375 2 7.68109 
10 0.1675 0.1525 2 7.11927 
10 0.1675 0.1675 2 6.659 
10 0.1675 0.1825 2 6.29024 
10 0.1675 0.1975 2 5.99899 
10 0.1675 0.2125 2 5.77073 
10 0.1675 0.2275 2 5.59236 
10 0.1675 0.2425 2 5.45286 
10 0.1825 0.1075 2 8.01717 
10 0.1825 0.1225 2 7.35144 
10 0.1825 0.1375 2 6.76547 
10 0.1825 0.1525 2 6.26981 
10 0.1825 0.1675 2 5.86349 
10 0.1825 0.1825 2 5.5378 
10 0.1825 0.1975 2 5.28049 
10 0.1825 0.2125 2 5.0788 
10 0.1825 0.2275 2 4.92118 
10 0.1825 0.2425 2 4.7979 
10 0.1975 0.1075 2 7.07056 
10 0.1975 0.1225 2 6.48382 
10 0.1975 0.1375 2 5.96702 
10 0.1975 0.1525 2 5.52958 
10 0.1975 0.1675 2 5.1708 
10 0.1975 0.1825 2 4.88312 
10 0.1975 0.1975 2 4.65579 
10 0.1975 0.2125 2 4.47758 
10 0.1975 0.2275 2 4.3383 
10 0.1975 0.2425 2 4.22938 
10 0.2125 0.1075 2 6.25543 
10 0.2125 0.1225 2 5.7367 
10 0.2125 0.1375 2 5.27955 
10 0.2125 0.1525 2 4.89245 
10 0.2125 0.1675 2 4.57484 
10 0.2125 0.1825 2 4.32012 
10 0.2125 0.1975 2 4.11881 
10 0.2125 0.2125 2 3.96101 
10 0.2125 0.2275 2 3.83768 
10 0.2125 0.2425 2 3.74125 
10 0.2275 0.1075 2 5.56005 
10 0.2275 0.1225 2 5.09915 
10 0.2275 0.1375 2 4.69287 
10 0.2275 0.1525 2 4.34874 
10 0.2275 0.1675 2 4.06636 
10 0.2275 0.1825 2 3.83987 
10 0.2275 0.1975 2 3.66089 
10 0.2275 0.2125 2 3.5206 
10 0.2275 0.2275 2 3.41099 
10 0.2275 0.2425 2 3.32529 
10 0.2425 0.1075 2 4.97035 
10 0.2425 0.1225 2 4.55828 
10 0.2425 0.1375 2 4.19502 
10 0.2425 0.1525 2 3.88733 
10 0.2425 0.1675 2 3.63484 
10 0.2425 0.1825 2 3.43236 
10 0.2425 0.1975 2 3.27238 
10 0.2425 0.2125 2 3.14701 
10 0.2425 0.2275 2 3.04908 
10 0.2425 0.2425 2 2.97255 
