10 -2 0.448042 3 3
10 -1.6 0.286143 3 3
10 -1.2 0.160576 3 3
10 -0.8 0.071216 3 3
10 -0.4 0.0177563 3 3
10 0 0 3 3
10 0.4 0.017665 3 3
10 0.8 0.070492 3 3
10 1.2 0.158132 3 3
10 1.6 0.28035 3 3
10 2 0.436735 3 3
20 -2 0.896085 3 3
20 -1.6 0.572286 3 3
20 -1.2 0.321152 3 3
20 -0.8 0.142432 3 3
20 -0.4 0.0355126 3 3
20 0 0 3 3
20 0.4 0.0353301 3 3
20 0.8 0.140984 3 3
20 1.2 0.316264 3 3
20 1.6 0.5607 3 3
20 2 0.87347 3 3
30 -2 1.34413 3 3
30 -1.6 0.85843 3 3
30 -1.2 0.481728 3 3
30 -0.8 0.213648 3 3
30 -0.4 0.0532689 3 3
30 0 0 3 3
30 0.4 0.0529951 3 3
30 0.8 0.211476 3 3
30 1.2 0.474396 3 3
30 1.6 0.841051 3 3
30 2 1.31021 3 3
40 -2 1.79217 3 3
40 -1.6 1.14457 3 3
40 -1.2 0.642304 3 3
40 -0.8 0.284864 3 3
40 -0.4 0.0710251 3 3
40 0 0 3 3
40 0.4 0.0706601 3 3
40 0.8 0.281968 3 3
40 1.2 0.632528 3 3
40 1.6 1.1214 3 3
40 2 1.74694 3 3
