10 -2 42.1866 50 50
10 -1.6 27.1223 50 50
10 -1.2 15.3234 50 50
10 -0.8 6.84257 50 50
10 -0.4 1.71792 50 50
10 0 0 50 50
10 0.4 1.73325 50 50
10 0.8 6.96568 50 50
10 1.2 15.7386 50 50
10 1.6 28.1063 50 50
10 2 44.1076 50 50
20 -2 84.3731 50 50
20 -1.6 54.2447 50 50
20 -1.2 30.6468 50 50
20 -0.8 13.6851 50 50
20 -0.4 3.43584 50 50
20 0 0 50 50
20 0.4 3.46649 50 50
20 0.8 13.9314 50 50
20 1.2 31.4772 50 50
20 1.6 56.2126 50 50
20 2 88.2152 50 50
30 -2 126.56 50 50
30 -1.6 81.367 50 50
30 -1.2 45.9702 50 50
30 -0.8 20.5277 50 50
30 -0.4 5.15377 50 50
30 0 0 50 50
30 0.4 5.19974 50 50
30 0.8 20.897 50 50
30 1.2 47.2158 50 50
30 1.6 84.3188 50 50
30 2 132.323 50 50
40 -2 168.746 50 50
40 -1.6 108.489 50 50
40 -1.2 61.2935 50 50
40 -0.8 27.3703 50 50
40 -0.4 6.87169 50 50
40 0 0 50 50
40 0.4 6.93299 50 50
40 0.8 27.8627 50 50
40 1.2 62.9544 50 50
40 1.6 112.425 50 50
40 2 176.43 50 50
