17.311 17.311 0.001
20.7749 3.46383 1.02
34.6356 13.8608 2.6
45.4992 10.8636 2.9
272.836 227.337 3.3685
484.389 211.553 3.4981
538.256 53.8673 3.7701
646.978 108.722 3.8562
806.614 159.636 3.9711
876.214 69.6005 4.407
1107.75 231.536 4.4822
1352.79 245.042 4.5964
1612.63 259.836 4.7107
1888.66 276.035 4.825
2182.9 294.239 4.9394
2497.96 315.055 5.0539
2838.05 340.093 5.1684
3210.32 372.273 5.2831
3629.21 418.889 5.398
4131.15 501.939 5.5129
4276.56 145.412 9.9609
4496.42 219.852 10.0623
4780.15 283.732 10.1767
5294.73 514.578 10.291
5776.52 481.798 10.4053
6291.1 514.578 10.291
6574.83 283.732 10.1767
6794.69 219.852 10.0623
6940.1 145.412 9.9609
7442.04 501.939 5.5129
7860.93 418.889 5.398
8233.2 372.273 5.2831
8573.29 340.093 5.1684
8888.35 315.055 5.0539
9182.59 294.239 4.9394
9458.62 276.035 4.825
9718.46 259.836 4.7107
9963.5 245.042 4.5964
10195 231.536 4.4822
10264.6 69.6005 4.407
10424.3 159.636 3.9711
10533 108.722 3.8562
10586.9 53.8673 3.7701
10798.4 211.553 3.4981
11025.8 227.337 3.3685
11036.6 10.8636 2.9
11050.5 13.8608 2.6
