0 , 100 , 0.0744787 , 30 , 100 , 30
1 , 200 , 0.0505327 , 30 , 100 , 30
2 , 300 , 0.0392705 , 30 , 100 , 30
3 , 400 , 0.016223 , 30 , 100 , 30
4 , 500 , 0.00360546 , 30 , 100 , 30
5 , 600 , 0 , 30 , 100 , 30
6 , 700 , 0.00390858 , 30 , 100 , 30
7 , 800 , 0.0177767 , 30 , 100 , 30
