-0.986277 1.045 0.00986569 0.0386411 0.919453 0.919453 7.8375e-39 3.6575e-39
-0.986277 1.135 0.0209878 0.0376391 0.808699 0.808699 8.5125e-39 3.9725e-39
-0.986277 1.225 0.0685971 0.0557974 0.240236 0.240236 9.1875e-39 4.2875e-39
-0.986277 1.315 0.0322049 0.0489587 0.179708 0.179708 9.8625e-39 4.6025e-39
-0.986277 1.405 0.031964 0.00683855 0.963236 0.963236 1.05375e-38 4.9175e-39
-0.986277 1.495 0.0173149 0.0638082 4.02372e-05 4.02372e-05 1.12125e-38 5.2325e-39
-0.986277 1.585 0.00193785 0.00612349 0.99056 0.99056 1.18875e-38 5.5475e-39
-0.986277 1.675 0.0344491 0.0404312 0.1189 0.1189 1.25625e-38 5.8625e-39
-0.986277 1.765 0.0259792 0.0263563 0.535947 0.535947 1.32375e-38 6.1775e-39
-0.986277 1.855 0.00630427 0.00413131 0.910131 0.910131 1.39125e-38 6.4925e-39
-0.986277 1.945 0.0826368 0.0339654 0.097343 0.097343 1.45875e-38 6.8075e-39
-0.986277 2.035 0.0959701 0.0208902 0.263679 0.263679 1.52625e-38 7.1225e-39
-0.986277 2.125 0.0245094 0.000602976 0.930283 0.930283 1.59375e-38 7.4375e-39
-0.986277 2.215 0.00600255 0.0191086 0.810258 0.810258 1.66125e-38 7.7525e-39
-0.986277 2.305 0.0894364 0.0395752 0.232477 0.232477 1.72875e-38 8.0675e-39
-0.986277 2.395 0.209474 0.0299897 0.00636898 0.00636898 1.79625e-38 8.3825e-39
-0.986277 2.485 0.296785 0.00761987 0.232115 0.232115 1.86375e-38 8.6975e-39
-0.986277 2.575 0.332979 0.000880416 0.524217 0.524217 1.93125e-38 9.0125e-39
-0.986277 2.665 0.335078 0.014734 0.602376 0.602376 1.99875e-38 9.3275e-39
-0.986277 2.755 0.326064 0.034141 0.471637 0.471637 2.06625e-38 9.6425e-39
-0.986277 2.845 0.32046 0.0435371 0.275338 0.275338 2.13375e-38 9.9575e-39
-0.986277 2.935 0.323077 0.0383855 0.12852 0.12852 2.20125e-38 1.02725e-38
-0.986277 3.025 0.332144 0.0241946 0.0643927 0.0643927 2.26875e-38 1.05875e-38
-0.986277 3.115 0.342351 0.00975808 0.0635002 0.0635002 2.33625e-38 1.09025e-38
-0.986277 3.205 0.347179 0.00143403 0.0980254 0.0980254 2.40375e-38 1.12175e-38
-0.986277 3.295 0.340844 0.00104801 0.154735 0.154735 2.47125e-38 1.15325e-38
-0.986277 3.385 0.319833 0.00673138 0.234631 0.234631 2.53875e-38 1.18475e-38
-0.986277 3.475 0.283767 0.0149459 0.342108 0.342108 2.60625e-38 1.21625e-38
-0.986277 3.565 0.235397 0.0223175 0.475332 0.475332 2.67375e-38 1.24775e-38
-0.986277 3.655 0.179877 0.0266754 0.622874 0.622874 2.74125e-38 1.27925e-38
-0.986277 3.745 0.123591 0.0272946 0.766147 0.766147 2.80875e-38 1.31075e-38
-0.986277 3.835 0.0729272 0.0246151 0.884736 0.884736 2.87625e-38 1.34225e-38
-0.986277 3.925 0.0332721 0.0197504 0.961708 0.961708 2.94375e-38 1.37375e-38
-0.986277 4.015 0.00836204 0.0140104 0.987152 0.987152 3.01125e-38 1.40525e-38
-0.986277 4.105 3.37871e-05 0.00855473 0.959392 0.959392 3.07875e-38 1.43675e-38
-0.986277 4.195 0.00830051 0.00420554 0.884227 0.884227 3.14625e-38 1.46825e-38
-0.986277 4.285 0.0316548 0.00139548 0.772909 0.772909 3.21375e-38 1.49975e-38
