1 , 0.0834701
2 , 62.6419
3 , 38.9088
4 , 1.00703
5 , 26.0141
6 , 36.599
7 , 54.7754
8 , 39.2814
9 , 27.1394
10 , 51.5633
11 , 49.6454
12 , 34.5847
13 , 24.4579
14 , 49.9023
15 , 34.5641
16 , 24.1401
17 , 17.5577
18 , 33.0984
19 , 25.2011
20 , 18.0812
21 , 14.1521
22 , 26.8332
23 , 19.116
24 , 6.98704
25 , 46.6033
26 , 45.313
27 , 42.0575
28 , 38.9889
29 , 37.059
30 , 32.611
31 , 30.5108
32 , 29.8883
33 , 32.9565
34 , 35.0031
35 , 4.16445
36 , 14.3269
37 , 5.07247
38 , 1.51216
39 , 12.2786
40 , 12.7754
41 , 0.0458946
42 , 0.0590934
43 , 0.000304721
44 , 5.96216e-10
