1 , 0.0493238
2 , 38.7432
3 , 17.8519
4 , 0.442925
5 , 11.8369
6 , 13.9198
7 , 23.6212
8 , 17.5767
9 , 12.4688
10 , 28.0116
11 , 27.1505
12 , 18.1573
13 , 12.4847
14 , 25.0435
15 , 16.8602
16 , 11.1848
17 , 8.35755
18 , 14.2871
19 , 11.3447
20 , 8.23597
21 , 6.59911
22 , 12.8207
23 , 9.7623
24 , 3.70114
25 , 25.0598
26 , 22.4259
27 , 21.2517
28 , 19.4879
29 , 18.2286
30 , 17.3539
31 , 14.4916
32 , 15.1125
33 , 17.9598
34 , 17.0664
35 , 2.26832
36 , 6.7804
37 , 2.28604
38 , 0.54444
39 , 6.79691
40 , 6.43656
41 , 0.0225201
42 , 0.0298658
43 , 0.000161969
44 , 3.26145e-10
