1 , 0
2 , 2.59536
3 , 4.7733
4 , 0.0559365
5 , 1.32597
6 , 4.96996
7 , 3.05592
8 , 1.37032
9 , 7.90691
10 , 2.42397
11 , 1.29822
12 , 8.46458
13 , 1.85332
14 , 3.02431
15 , 2.48437
16 , 1.16354
17 , 3.80478
18 , 1.51666
19 , 0.85094
20 , 4.3583
21 , 1.04242
22 , 1.67613
23 , 1.5447
24 , 0.487748
25 , 4.30502
26 , 4.23346
27 , 3.45668
28 , 4.08157
29 , 3.26234
30 , 2.87309
31 , 2.57491
32 , 2.61459
33 , 2.9411
34 , 3.02901
35 , 0.445559
36 , 1.22407
37 , 0.576877
38 , 0.110863
39 , 1.03549
40 , 1.22525
41 , 0.00294013
42 , 0.00459583
43 , 2.6198e-05
44 , 5.32059e-11
