-0.986277 1.045 0.00364402 0.09 2.75761e-16 5.72427e-14 3.94307e-16 2.42819e-14 8.21947e-14 9.74548e+28
-0.986277 1.135 0.00364402 0.09 5.06739e-16 4.43284e-14 3.31789e-16 2.25074e-14 6.76743e-14 8.02386e+28
-0.986277 1.225 0.00364402 0.09 1.44445e-15 1.16953e-14 4.27648e-16 1.47554e-14 2.83228e-14 3.35812e+28
-0.986277 1.315 0.00364402 0.09 5.9541e-16 7.83235e-15 3.28533e-16 1.09429e-16 8.86572e-15 1.05117e+28
-0.986277 1.405 0.00364402 0.09 5.22441e-16 3.78516e-14 4.04632e-17 1.33778e-14 5.17923e-14 6.1408e+28
-0.986277 1.495 0.00364402 0.09 2.51163e-16 1.43144e-18 3.35274e-16 3.69148e-15 4.27935e-15 5.07384e+27
-0.986277 1.585 0.00364402 0.09 2.5113e-17 3.20813e-14 2.87696e-17 1.05232e-14 4.26584e-14 5.05783e+28
-0.986277 1.675 0.00364402 0.09 4.00412e-16 3.51331e-15 1.70275e-16 5.50632e-16 4.63463e-15 5.49509e+27
-0.986277 1.765 0.00364402 0.09 2.72382e-16 1.4518e-14 1.0007e-16 1.06216e-14 2.5512e-14 3.02486e+28
-0.986277 1.855 0.00364402 0.09 5.98301e-17 2.26868e-14 1.41738e-17 3.67311e-15 2.64339e-14 3.13416e+28
-0.986277 1.945 0.00364402 0.09 7.13051e-16 2.24145e-15 1.05753e-16 9.70316e-16 4.03057e-15 4.77888e+27
-0.986277 2.035 0.00364402 0.09 7.55908e-16 5.6245e-15 5.92307e-17 7.54553e-15 1.39852e-14 1.65816e+28
-0.986277 2.125 0.00364402 0.09 1.76842e-16 1.84262e-14 1.56136e-18 6.31905e-15 2.49237e-14 2.9551e+28
-0.986277 2.215 0.00364402 0.09 3.98188e-17 1.49484e-14 4.53592e-17 8.91553e-16 1.59251e-14 1.88817e+28
-0.986277 2.305 0.00364402 0.09 5.46108e-16 4.0041e-15 8.639e-17 7.41291e-16 5.37788e-15 6.37633e+27
-0.986277 2.395 0.00364402 0.09 1.1802e-15 1.02663e-16 6.03899e-17 4.35378e-15 5.69703e-15 6.75473e+27
-0.986277 2.485 0.00364402 0.09 1.54744e-15 3.51018e-15 1.41966e-17 5.93644e-15 1.10083e-14 1.3052e+28
-0.986277 2.575 0.00364402 0.09 1.60851e-15 7.45151e-15 1.52036e-18 4.04638e-15 1.31079e-14 1.55415e+28
-0.986277 2.665 0.00364402 0.09 1.50255e-15 8.06425e-15 2.36351e-17 1.23466e-15 1.08251e-14 1.28349e+28
-0.986277 2.755 0.00364402 0.09 1.36061e-15 5.95844e-15 5.09984e-17 4.27563e-18 7.37433e-15 8.74343e+27
-0.986277 2.845 0.00364402 0.09 1.24733e-15 3.28746e-15 6.06486e-17 7.74355e-16 5.36979e-15 6.36673e+27
-0.986277 2.935 0.00364402 0.09 1.17565e-15 1.45146e-15 4.98792e-17 2.42802e-15 5.10501e-15 6.05279e+27
-0.986277 3.025 0.00364402 0.09 1.13225e-15 6.89041e-16 2.93883e-17 3.67021e-15 5.52089e-15 6.54589e+27
-0.986277 3.115 0.00364402 0.09 1.09538e-15 6.44826e-16 1.11015e-17 3.86415e-15 5.61546e-15 6.65801e+27
-0.986277 3.205 0.00364402 0.09 1.04332e-15 9.45745e-16 1.5307e-18 3.11088e-15 5.10148e-15 6.04861e+27
-0.986277 3.295 0.00364402 0.09 9.62516e-16 1.4199e-15 1.05126e-18 1.91598e-15 4.29945e-15 5.09768e+27
-0.986277 3.385 0.00364402 0.09 8.50143e-16 2.05056e-15 6.35608e-18 8.15091e-16 3.72215e-15 4.4132e+27
-0.986277 3.475 0.00364402 0.09 7.11107e-16 2.8512e-15 1.33057e-17 1.49543e-16 3.72515e-15 4.41676e+27
-0.986277 3.565 0.00364402 0.09 5.56809e-16 3.78215e-15 1.87553e-17 1.40624e-17 4.37178e-15 5.18344e+27
-0.986277 3.655 0.00364402 0.09 4.01683e-16 4.73602e-15 2.11674e-17 3.13765e-16 5.47263e-15 6.48867e+27
-0.986277 3.745 0.00364402 0.09 2.60917e-16 5.57284e-15 2.04794e-17 8.59402e-16 6.71364e-15 7.96009e+27
-0.986277 3.835 0.00364402 0.09 1.45746e-16 6.16293e-15 1.74866e-17 1.45231e-15 7.77847e-15 9.22261e+27
-0.986277 3.925 0.00364402 0.09 6.30274e-17 6.42187e-15 1.33013e-17 1.9381e-15 8.43629e-15 1.00026e+28
-0.986277 4.015 0.00364402 0.09 1.50329e-17 6.32443e-15 8.95098e-18 2.22772e-15 8.57613e-15 1.01684e+28
-0.986277 4.105 0.00364402 0.09 5.77147e-20 5.90179e-15 5.18629e-18 2.29548e-15 8.20251e-15 9.72537e+27
-0.986277 4.195 0.00364402 0.09 1.34874e-17 5.22738e-15 2.42211e-18 2.16439e-15 7.40768e-15 8.78298e+27
-0.986277 4.285 0.00364402 0.09 4.89789e-17 4.39489e-15 7.64348e-19 1.88564e-15 6.33027e-15 7.50554e+27
-0.986277 4.375 0.00364402 0.09 9.95399e-17 3.50111e-15 1.08632e-19 1.52122e-15 5.12198e-15 6.07292e+27
-0.986277 4.465 0.00364402 0.09 1.58383e-16 2.63215e-15 2.32214e-19 1.13072e-15 3.92149e-15 4.64954e+27
-0.986277 4.555 0.00364402 0.09 2.19304e-16 1.85422e-15 8.71093e-19 7.62632e-16 2.83702e-15 3.36374e+27
-0.986277 4.645 0.00364402 0.09 2.77527e-16 1.21338e-15 1.77341e-18 4.52478e-16 1.94516e-15 2.30629e+27
