-0.982006,2.13333,2.81264 , 2.81273 , 0.0033432
-0.982006,2.4,2.07213 , 2.07219 , 0.00307944
-0.982006,2.66667,1.65703 , 1.65697 , -0.00337039
-0.982006,2.93333,1.36473 , 1.36469 , -0.00317266
-0.982006,3.2,1.18461 , 1.18481 , 0.016381
-0.982006,3.46667,1.10121 , 1.10158 , 0.0334628
-0.982006,3.73333,1.06387 , 1.0642 , 0.030333
-0.982006,4,0.977989 , 0.978152 , 0.0167266
-0.982006,4.26667,0.794519 , 0.794545 , 0.00327277
-0.982006,4.53333,0.580885 , 0.580837 , -0.00837252
-0.982006,4.8,0.436167 , 0.436088 , -0.0181217
-0.982006,5.06667,0.396223 , 0.396132 , -0.0229475
-0.982006,5.33333,0.42776 , 0.427663 , -0.0227277
-0.982006,5.6,0.473737 , 0.473637 , -0.0212101
-0.982006,5.86667,0.491973 , 0.491873 , -0.0202486
-0.982006,6.13333,0.46756 , 0.467466 , -0.0200818
-0.982006,6.4,0.406997 , 0.406913 , -0.0206162
-0.982006,6.66667,0.326791 , 0.32672 , -0.0217724
-0.982006,6.93333,0.244157 , 0.2441 , -0.0234774
-0.982006,7.2,0.172014 , 0.17197 , -0.0254921
-0.982006,7.46667,0.117562 , 0.117531 , -0.0269659
-0.982006,7.73333,0.0829753 , 0.0829539 , -0.0257788
-0.982006,8,0.0669007 , 0.0668876 , -0.0195369
-0.982006,8.26667,0.066007 , 0.0660003 , -0.0100898
-0.982006,8.53333,0.0762071 , 0.0762051 , -0.00254876
-0.982006,8.8,0.0934782 , 0.0934795 , 0.00145163
-0.982006,9.06667,0.114324 , 0.114327 , 0.00307899
-0.982006,9.33333,0.135973 , 0.135978 , 0.00353598
-0.982006,9.6,0.156405 , 0.156411 , 0.00348247
-0.982006,9.86667,0.174283 , 0.174289 , 0.00322622
-0.969845,2.13333,2.76508 , 2.7652 , 0.00421712
-0.969845,2.4,2.08723 , 2.0873 , 0.00319552
-0.969845,2.66667,1.68173 , 1.68165 , -0.00422305
-0.969845,2.93333,1.40093 , 1.40093 , 6.18954e-05
-0.969845,3.2,1.2143 , 1.2146 , 0.0249492
-0.969845,3.46667,1.1013 , 1.10174 , 0.0404513
-0.969845,3.73333,1.02783 , 1.02814 , 0.0300736
-0.969845,4,0.915906 , 0.915994 , 0.00958044
-0.969845,4.26667,0.732162 , 0.732107 , -0.00753691
-0.969845,4.53333,0.54447 , 0.544368 , -0.0187871
-0.969845,4.8,0.435311 , 0.435208 , -0.0238234
-0.969845,5.06667,0.42222 , 0.422119 , -0.023849
-0.969845,5.33333,0.463606 , 0.463499 , -0.0229755
-0.969845,5.6,0.504535 , 0.504417 , -0.0232447
-0.969845,5.86667,0.509859 , 0.509734 , -0.02457
-0.969845,6.13333,0.471565 , 0.47144 , -0.0266465
-0.969845,6.4,0.400513 , 0.400396 , -0.0293519
-0.969845,6.66667,0.314829 , 0.314726 , -0.0326441
-0.969845,6.93333,0.231419 , 0.231335 , -0.0363483
-0.969845,7.2,0.161935 , 0.16187 , -0.0397048
-0.969845,7.46667,0.112085 , 0.11204 , -0.0404744
-0.969845,7.73333,0.0827461 , 0.0827175 , -0.034581
-0.969845,8,0.0716272 , 0.0716125 , -0.0204709
-0.969845,8.26667,0.0748311 , 0.0748274 , -0.00487211
-0.969845,8.53333,0.0880121 , 0.0880167 , 0.0052379
-0.969845,8.8,0.107109 , 0.107119 , 0.00975242
-0.969845,9.06667,0.128725 , 0.128739 , 0.0110849
-0.969845,9.33333,0.150261 , 0.150277 , 0.0109745
-0.969845,9.6,0.169897 , 0.169915 , 0.0102923
-0.969845,9.86667,0.186491 , 0.186508 , 0.00942796
-0.957683,2.13333,2.71909 , 2.71922 , 0.00502146
-0.957683,2.4,2.0955 , 2.09557 , 0.00328049
-0.957683,2.66667,1.69973 , 1.69966 , -0.00420902
-0.957683,2.93333,1.4246 , 1.42466 , 0.00438486
-0.957683,3.2,1.22664 , 1.22702 , 0.0317229
-0.957683,3.46667,1.08966 , 1.09012 , 0.0416075
-0.957683,3.73333,0.991284 , 0.991504 , 0.0221264
-0.957683,4,0.863471 , 0.863437 , -0.00393201
-0.957683,4.26667,0.685434 , 0.685292 , -0.0207021
-0.957683,4.53333,0.524248 , 0.524117 , -0.0249878
-0.957683,4.8,0.446594 , 0.446506 , -0.0196581
-0.957683,5.06667,0.454154 , 0.454088 , -0.0145049
-0.957683,5.33333,0.499642 , 0.499568 , -0.0147959
