36.1134, 7.525, -nan
36.1134, 7.975, -nan
36.1134, 8.425, -nan
36.1134, 8.875, -nan
36.1134, 9.325, -nan
36.1134, 9.775, -nan
36.9563, 1.225, -nan
36.9563, 1.675, -nan
36.9563, 2.125, -nan
36.9563, 2.575, -nan
36.9563, 3.025, -nan
36.9563, 3.475, -nan
36.9563, 3.925, -nan
36.9563, 4.375, -nan
36.9563, 4.825, -nan
36.9563, 5.275, -nan
36.9563, 5.725, -nan
36.9563, 6.175, -nan
36.9563, 6.625, -nan
36.9563, 7.075, -nan
36.9563, 7.525, -nan
36.9563, 7.975, -nan
36.9563, 8.425, -nan
36.9563, 8.875, -nan
36.9563, 9.325, -nan
36.9563, 9.775, -nan
37.7992, 1.225, -nan
37.7992, 1.675, -nan
37.7992, 2.125, -nan
37.7992, 2.575, -nan
37.7992, 3.025, -nan
37.7992, 3.475, -nan
37.7992, 3.925, -nan
37.7992, 4.375, -nan
37.7992, 4.825, -nan
37.7992, 5.275, -nan
37.7992, 5.725, -nan
37.7992, 6.175, -nan
37.7992, 6.625, -nan
37.7992, 7.075, -nan
37.7992, 7.525, -nan
37.7992, 7.975, -nan
37.7992, 8.425, -nan
37.7992, 8.875, -nan
37.7992, 9.325, -nan
37.7992, 9.775, -nan
38.6421, 1.225, -nan
38.6421, 1.675, -nan
38.6421, 2.125, -nan
38.6421, 2.575, -nan
38.6421, 3.025, -nan
38.6421, 3.475, -nan
38.6421, 3.925, -nan
38.6421, 4.375, -nan
38.6421, 4.825, -nan
38.6421, 5.275, -nan
38.6421, 5.725, -nan
38.6421, 6.175, -nan
38.6421, 6.625, -nan
38.6421, 7.075, -nan
38.6421, 7.525, -nan
38.6421, 7.975, -nan
38.6421, 8.425, -nan
38.6421, 8.875, -nan
38.6421, 9.325, -nan
38.6421, 9.775, -nan
39.485, 1.225, -nan
39.485, 1.675, -nan
39.485, 2.125, -nan
39.485, 2.575, -nan
39.485, 3.025, -nan
39.485, 3.475, -nan
39.485, 3.925, -nan
39.485, 4.375, -nan
39.485, 4.825, -nan
39.485, 5.275, -nan
39.485, 5.725, -nan
39.485, 6.175, -nan
39.485, 6.625, -nan
39.485, 7.075, -nan
39.485, 7.525, -nan
39.485, 7.975, -nan
39.485, 8.425, -nan
39.485, 8.875, -nan
39.485, 9.325, -nan
39.485, 9.775, -nan
40.3278, 1.225, -nan
40.3278, 1.675, -nan
40.3278, 2.125, -nan
40.3278, 2.575, -nan
40.3278, 3.025, -nan
40.3278, 3.475, -nan
40.3278, 3.925, -nan
40.3278, 4.375, -nan
40.3278, 4.825, -nan
40.3278, 5.275, -nan
40.3278, 5.725, -nan
40.3278, 6.175, -nan
40.3278, 6.625, -nan
40.3278, 7.075, -nan
40.3278, 7.525, -nan
40.3278, 7.975, -nan
40.3278, 8.425, -nan
40.3278, 8.875, -nan
40.3278, 9.325, -nan
40.3278, 9.775, -nan
41.1707, 1.225, -nan
41.1707, 1.675, -nan
41.1707, 2.125, -nan
41.1707, 2.575, -nan
41.1707, 3.025, -nan
41.1707, 3.475, -nan
41.1707, 3.925, -nan
41.1707, 4.375, -nan
41.1707, 4.825, -nan
41.1707, 5.275, -nan
41.1707, 5.725, -nan
41.1707, 6.175, -nan
41.1707, 6.625, -nan
41.1707, 7.075, -nan
41.1707, 7.525, -nan
41.1707, 7.975, -nan
41.1707, 8.425, -nan
41.1707, 8.875, -nan
41.1707, 9.325, -nan
41.1707, 9.775, -nan
42.0136, 1.225, -nan
42.0136, 1.675, -nan
42.0136, 2.125, -nan
42.0136, 2.575, -nan
42.0136, 3.025, -nan
42.0136, 3.475, -nan
42.0136, 3.925, -nan
42.0136, 4.375, -nan
42.0136, 4.825, -nan
42.0136, 5.275, -nan
42.0136, 5.725, -nan
42.0136, 6.175, -nan
42.0136, 6.625, -nan
42.0136, 7.075, -nan
42.0136, 7.525, -nan
42.0136, 7.975, -nan
42.0136, 8.425, -nan
42.0136, 8.875, -nan
42.0136, 9.325, -nan
42.0136, 9.775, -nan
42.8565, 1.225, -nan
42.8565, 1.675, -nan
42.8565, 2.125, -nan
42.8565, 2.575, -nan
42.8565, 3.025, -nan
42.8565, 3.475, -nan
42.8565, 3.925, -nan
42.8565, 4.375, -nan
42.8565, 4.825, -nan
42.8565, 5.275, -nan
42.8565, 5.725, -nan
42.8565, 6.175, -nan
42.8565, 6.625, -nan
42.8565, 7.075, -nan
42.8565, 7.525, -nan
42.8565, 7.975, -nan
42.8565, 8.425, -nan
42.8565, 8.875, -nan
42.8565, 9.325, -nan
42.8565, 9.775, -nan
43.6994, 1.225, -nan
43.6994, 1.675, -nan
43.6994, 2.125, -nan
43.6994, 2.575, -nan
43.6994, 3.025, -nan
43.6994, 3.475, -nan
43.6994, 3.925, -nan
43.6994, 4.375, -nan
43.6994, 4.825, -nan
43.6994, 5.275, -nan
43.6994, 5.725, -nan
43.6994, 6.175, -nan
43.6994, 6.625, -nan
43.6994, 7.075, -nan
43.6994, 7.525, -nan
43.6994, 7.975, -nan
43.6994, 8.425, -nan
43.6994, 8.875, -nan
43.6994, 9.325, -nan
43.6994, 9.775, -nan
44.5422, 1.225, -nan
44.5422, 1.675, -nan
44.5422, 2.125, -nan
44.5422, 2.575, -nan
44.5422, 3.025, -nan
44.5422, 3.475, -nan
44.5422, 3.925, -nan
44.5422, 4.375, -nan
44.5422, 4.825, -nan
44.5422, 5.275, -nan
44.5422, 5.725, -nan
44.5422, 6.175, -nan
44.5422, 6.625, -nan
44.5422, 7.075, -nan
44.5422, 7.525, -nan
44.5422, 7.975, -nan
44.5422, 8.425, -nan
44.5422, 8.875, -nan
44.5422, 9.325, -nan
44.5422, 9.775, -nan
