28.5275, 1.225, -nan
28.5275, 1.675, -nan
28.5275, 2.125, -nan
28.5275, 2.575, -nan
28.5275, 3.025, -nan
28.5275, 3.475, -nan
28.5275, 3.925, -nan
28.5275, 4.375, -nan
28.5275, 4.825, -nan
28.5275, 5.275, -nan
28.5275, 5.725, -nan
28.5275, 6.175, -nan
28.5275, 6.625, -nan
28.5275, 7.075, -nan
28.5275, 7.525, -nan
28.5275, 7.975, -nan
28.5275, 8.425, -nan
28.5275, 8.875, -nan
28.5275, 9.325, -nan
28.5275, 9.775, -nan
29.3704, 1.225, -nan
29.3704, 1.675, -nan
29.3704, 2.125, -nan
29.3704, 2.575, -nan
29.3704, 3.025, -nan
29.3704, 3.475, -nan
29.3704, 3.925, -nan
29.3704, 4.375, -nan
29.3704, 4.825, -nan
29.3704, 5.275, -nan
29.3704, 5.725, -nan
29.3704, 6.175, -nan
29.3704, 6.625, -nan
29.3704, 7.075, -nan
29.3704, 7.525, -nan
29.3704, 7.975, -nan
29.3704, 8.425, -nan
29.3704, 8.875, -nan
29.3704, 9.325, -nan
29.3704, 9.775, -nan
30.2133, 1.225, -nan
30.2133, 1.675, -nan
30.2133, 2.125, -nan
30.2133, 2.575, -nan
30.2133, 3.025, -nan
30.2133, 3.475, -nan
30.2133, 3.925, -nan
30.2133, 4.375, -nan
30.2133, 4.825, -nan
30.2133, 5.275, -nan
30.2133, 5.725, -nan
30.2133, 6.175, -nan
30.2133, 6.625, -nan
30.2133, 7.075, -nan
30.2133, 7.525, -nan
30.2133, 7.975, -nan
30.2133, 8.425, -nan
30.2133, 8.875, -nan
30.2133, 9.325, -nan
30.2133, 9.775, -nan
31.0562, 1.225, -nan
31.0562, 1.675, -nan
31.0562, 2.125, -nan
31.0562, 2.575, -nan
31.0562, 3.025, -nan
31.0562, 3.475, -nan
31.0562, 3.925, -nan
31.0562, 4.375, -nan
31.0562, 4.825, -nan
31.0562, 5.275, -nan
31.0562, 5.725, -nan
31.0562, 6.175, -nan
31.0562, 6.625, -nan
31.0562, 7.075, -nan
31.0562, 7.525, -nan
31.0562, 7.975, -nan
31.0562, 8.425, -nan
31.0562, 8.875, -nan
31.0562, 9.325, -nan
31.0562, 9.775, -nan
31.899, 1.225, -nan
31.899, 1.675, -nan
31.899, 2.125, -nan
31.899, 2.575, -nan
31.899, 3.025, -nan
31.899, 3.475, -nan
31.899, 3.925, -nan
31.899, 4.375, -nan
31.899, 4.825, -nan
31.899, 5.275, -nan
31.899, 5.725, -nan
31.899, 6.175, -nan
31.899, 6.625, -nan
31.899, 7.075, -nan
31.899, 7.525, -nan
31.899, 7.975, -nan
31.899, 8.425, -nan
31.899, 8.875, -nan
31.899, 9.325, -nan
31.899, 9.775, -nan
32.7419, 1.225, -nan
32.7419, 1.675, -nan
32.7419, 2.125, -nan
32.7419, 2.575, -nan
32.7419, 3.025, -nan
32.7419, 3.475, -nan
32.7419, 3.925, -nan
32.7419, 4.375, -nan
32.7419, 4.825, -nan
32.7419, 5.275, -nan
32.7419, 5.725, -nan
32.7419, 6.175, -nan
32.7419, 6.625, -nan
32.7419, 7.075, -nan
32.7419, 7.525, -nan
32.7419, 7.975, -nan
32.7419, 8.425, -nan
32.7419, 8.875, -nan
32.7419, 9.325, -nan
32.7419, 9.775, -nan
33.5848, 1.225, -nan
33.5848, 1.675, -nan
33.5848, 2.125, -nan
33.5848, 2.575, -nan
33.5848, 3.025, -nan
33.5848, 3.475, -nan
33.5848, 3.925, -nan
33.5848, 4.375, -nan
33.5848, 4.825, -nan
33.5848, 5.275, -nan
33.5848, 5.725, -nan
33.5848, 6.175, -nan
33.5848, 6.625, -nan
33.5848, 7.075, -nan
33.5848, 7.525, -nan
33.5848, 7.975, -nan
33.5848, 8.425, -nan
33.5848, 8.875, -nan
33.5848, 9.325, -nan
33.5848, 9.775, -nan
34.4277, 1.225, -nan
34.4277, 1.675, -nan
34.4277, 2.125, -nan
34.4277, 2.575, -nan
34.4277, 3.025, -nan
34.4277, 3.475, -nan
34.4277, 3.925, -nan
34.4277, 4.375, -nan
34.4277, 4.825, -nan
34.4277, 5.275, -nan
34.4277, 5.725, -nan
34.4277, 6.175, -nan
34.4277, 6.625, -nan
34.4277, 7.075, -nan
34.4277, 7.525, -nan
34.4277, 7.975, -nan
34.4277, 8.425, -nan
34.4277, 8.875, -nan
34.4277, 9.325, -nan
34.4277, 9.775, -nan
35.2706, 1.225, -nan
35.2706, 1.675, -nan
35.2706, 2.125, -nan
35.2706, 2.575, -nan
35.2706, 3.025, -nan
35.2706, 3.475, -nan
35.2706, 3.925, -nan
35.2706, 4.375, -nan
35.2706, 4.825, -nan
35.2706, 5.275, -nan
35.2706, 5.725, -nan
35.2706, 6.175, -nan
35.2706, 6.625, -nan
35.2706, 7.075, -nan
35.2706, 7.525, -nan
35.2706, 7.975, -nan
35.2706, 8.425, -nan
35.2706, 8.875, -nan
35.2706, 9.325, -nan
35.2706, 9.775, -nan
36.1134, 1.225, -nan
36.1134, 1.675, -nan
36.1134, 2.125, -nan
36.1134, 2.575, -nan
36.1134, 3.025, -nan
36.1134, 3.475, -nan
36.1134, 3.925, -nan
36.1134, 4.375, -nan
36.1134, 4.825, -nan
36.1134, 5.275, -nan
36.1134, 5.725, -nan
36.1134, 6.175, -nan
36.1134, 6.625, -nan
36.1134, 7.075, -nan
