1 0.0231466, 40, 100, 40, 100
2 0.0144265, 40, 100, 40, 200
3 0.0107535, 40, 100, 40, 300
4 0.004105, 40, 100, 40, 400
5 0.00215046, 40, 100, 40, 500
6 0.00406319, 40, 100, 40, 600
7 0.00965765, 40, 100, 40, 700
8 0.0200165, 40, 100, 40, 800
9 0.0338361, 40, 100, 40, 900
10 0.0500501, 40, 100, 40, 1000
