-0.995001 1.195 0.00362196 0.00291469 0.00859985 0.00789022
-0.995001 1.585 0.00166149 0.00132674 0.00427197 0.00381492
-0.995001 1.975 0.000890948 0.000700035 0.00242844 0.0021153
-0.995001 2.365 0.000520408 0.000405191 0.001503 0.0012842
-0.995001 2.755 0.000326997 0.000252026 0.000998172 0.000839221
-0.995001 3.145 0.000216126 0.000166174 0.000696353 0.00057726
-0.995001 3.535 0.000149087 0.000114006 0.000504192 0.000413945
-0.995001 3.925 0.000106343 8.10345e-05 0.000376908 0.000306032
-0.995001 4.315 7.80484e-05 5.94314e-05 0.000288807 0.00023219
-0.995001 4.705 5.86396e-05 4.4608e-05 0.000226112 0.000180386
-0.995001 5.095 4.49629e-05 3.41478e-05 0.000180378 0.000142956
-0.995001 5.485 3.50703e-05 2.65674e-05 0.000146271 0.000115122
-0.995001 5.875 2.78035e-05 2.10231e-05 0.000120129 9.40862e-05
-0.995001 6.265 2.23646e-05 1.68853e-05 9.9825e-05 7.7893e-05
-0.995001 6.655 1.81964e-05 1.37426e-05 8.37789e-05 6.52075e-05
-0.995001 7.045 1.49768e-05 1.13167e-05 7.10062e-05 5.51415e-05
-0.995001 7.435 1.24264e-05 9.40117e-06 6.08121e-05 4.69494e-05
-0.995001 7.825 1.04068e-05 7.88298e-06 5.25034e-05 4.02961e-05
-0.995001 8.215 8.78665e-06 6.6547e-06 4.56232e-05 3.48546e-05
-0.995001 8.605 7.47564e-06 5.65774e-06 3.98919e-05 3.03555e-05
-0.995001 8.995 6.40636e-06 4.84637e-06 3.50629e-05 2.65988e-05
-0.995001 9.385 5.52741e-06 4.18345e-06 3.09046e-05 2.34356e-05
-0.995001 9.775 4.79779e-06 3.63291e-06 2.73799e-05 2.07552e-05
-0.995001 10.165 4.18316e-06 3.1714e-06 2.43791e-05 1.84661e-05
-0.995001 10.555 3.66094e-06 2.78168e-06 2.18103e-05 1.64985e-05
-0.995001 10.945 3.21946e-06 2.45149e-06 1.95912e-05 1.4801e-05
-0.995001 11.335 2.84471e-06 2.1695e-06 1.76659e-05 1.33244e-05
-0.995001 11.725 2.52566e-06 1.92669e-06 1.59896e-05 1.20289e-05
-0.995001 12.115 2.25115e-06 1.71772e-06 1.45196e-05 1.08958e-05
-0.995001 12.505 2.0138e-06 1.53699e-06 1.32252e-05 9.90039e-06
-0.995001 12.895 1.80831e-06 1.38158e-06 1.20829e-05 9.02524e-06
-0.995001 13.285 1.62916e-06 1.24623e-06 1.10695e-05 8.25086e-06
-0.995001 13.675 1.4722e-06 1.1275e-06 1.01669e-05 7.56254e-06
-0.995001 14.065 1.33416e-06 1.02295e-06 9.36023e-06 6.94864e-06
-0.995001 14.455 1.21176e-06 9.30846e-07 8.63162e-06 6.40092e-06
-0.995001 14.845 1.10333e-06 8.49209e-07 7.97601e-06 5.90954e-06
-0.995001 15.235 1.00704e-06 7.76579e-07 7.38531e-06 5.46719e-06
-0.995001 15.625 9.21276e-07 7.11767e-07 6.85167e-06 5.06791e-06
-0.995001 16.015 8.44317e-07 6.52965e-07 6.36814e-06 4.70728e-06
-0.995001 16.405 7.74982e-07 5.99282e-07 5.92888e-06 4.38095e-06
-0.995001 16.795 7.12773e-07 5.51123e-07 5.52921e-06 4.08413e-06
-0.995001 17.185 6.56819e-07 5.07809e-07 5.16474e-06 3.81356e-06
-0.995001 17.575 6.06369e-07 4.6876e-07 4.83169e-06 3.5664e-06
-0.995001 17.965 5.60161e-07 4.33355e-07 4.52696e-06 3.33925e-06
-0.995001 18.355 5.17713e-07 4.01177e-07 4.24765e-06 3.13001e-06
-0.995001 18.745 4.79276e-07 3.71991e-07 3.99091e-06 2.93788e-06
-0.995001 19.135 4.44397e-07 3.45465e-07 3.7545e-06 2.76114e-06
-0.995001 19.525 4.12686e-07 3.2131e-07 3.53645e-06 2.59829e-06
-0.995001 19.915 3.83799e-07 2.99272e-07 3.33501e-06 2.44798e-06
-0.995001 20.305 3.58302e-07 2.79704e-07 3.14802e-06 2.30782e-06
-0.995001 20.695 3.35023e-07 2.61809e-07 2.97471e-06 2.17801e-06
-0.995001 21.085 3.13649e-07 2.45361e-07 2.81391e-06 2.05772e-06
-0.995001 21.475 2.93994e-07 2.3022e-07 2.66452e-06 1.9461e-06
-0.995001 21.865 2.75891e-07 2.16261e-07 2.52554e-06 1.84239e-06
