-0.986277 1.045 0.00597344 0.004673 0.0133048 0.0123458
-0.986277 1.135 0.00475069 0.00371668 0.0107853 0.00993872
-0.986277 1.225 0.0038388 0.00299409 0.00887505 0.00811577
-0.986277 1.315 0.00313981 0.00244203 0.00740172 0.00671117
-0.986277 1.405 0.00259797 0.00201534 0.00624611 0.00561411
-0.986277 1.495 0.00216685 0.00168194 0.0053142 0.00474123
-0.986277 1.585 0.00182593 0.00141852 0.00456328 0.00404326
-0.986277 1.675 0.0015497 0.00120323 0.00393963 0.00347702
-0.986277 1.765 0.00132661 0.00102944 0.00342748 0.00301378
-0.986277 1.855 0.00114255 0.000885081 0.00300096 0.00262657
-0.986277 1.945 0.000990745 0.00076606 0.00264386 0.00230342
-0.986277 2.035 0.000864377 0.000666757 0.00234087 0.00203008
-0.986277 2.125 0.000758278 0.000583139 0.0020816 0.00179681
-0.986277 2.215 0.000668826 0.00051285 0.00186008 0.00159841
-0.986277 2.305 0.000591599 0.000453208 0.00166874 0.0014274
-0.986277 2.395 0.000525355 0.000402359 0.00150305 0.00127985
-0.986277 2.485 0.000468576 0.000358788 0.00135905 0.00115218
-0.986277 2.575 0.000418952 0.00032093 0.00123279 0.00104083
-0.986277 2.665 0.000375768 0.00028805 0.00112185 0.000943409
-0.986277 2.755 0.000338256 0.00025947 0.00102409 0.000857903
-0.986277 2.845 0.000305534 0.000234319 0.000937231 0.00078232
-0.986277 2.935 0.000276883 0.000211872 0.000859336 0.000714991
-0.986277 3.025 0.000251667 0.000192158 0.000789983 0.000655235
-0.986277 3.115 0.000229388 0.000174779 0.000728021 0.000602012
-0.986277 3.205 0.000209397 0.000159379 0.000672268 0.000554403
-0.986277 3.295 0.000191396 0.000145686 0.000621939 0.00051168
-0.986277 3.385 0.000175366 0.000133492 0.000576586 0.000473271
-0.986277 3.475 0.000161047 0.000122599 0.000535604 0.000438642
-0.986277 3.565 0.000148177 0.00011281 0.000498445 0.000407333
-0.986277 3.655 0.000136444 0.000103896 0.00046458 0.000378936
-0.986277 3.745 0.000125893 9.58778e-05 0.000433758 0.000353139
-0.986277 3.835 0.00011638 8.86476e-05 0.000405642 0.00032965
-0.986277 3.925 0.000107782 8.21118e-05 0.000379938 0.000308215
-0.986277 4.015 9.99954e-05 7.6149e-05 0.000356358 0.00028858
-0.986277 4.105 9.29303e-05 7.06749e-05 0.000334664 0.000270542
-0.986277 4.195 8.65017e-05 6.57005e-05 0.000314719 0.000253986
