1, 0.452246, 100, 200, 100, 100
2, 0.301098, 200, 200, 100, 100
3, 0.177678, 300, 200, 100, 100
4, 0.0849075, 400, 200, 100, 100
5, 0.0247108, 500, 200, 100, 100
6, 0, 600, 200, 100, 100
7, 0.0222208, 700, 200, 100, 100
8, 0.070247, 800, 200, 100, 100
9, 0.136972, 900, 200, 100, 100
10, 0.216724, 1000, 200, 100, 100
