33.3702, 1.0225, 0, 2, inf
33.3702, 1.0675, 5, 5, 0
33.3702, 1.1125, 0, 2, inf
33.3702, 1.1575, 2, 3, 50
33.3702, 1.2025, 4, 5, 25
33.3702, 1.2475, 0, 1, inf
33.3702, 1.2925, 5, 4, 20
33.3702, 1.3375, 2, 3, 50
33.3702, 1.3825, 1, 1, 0
33.3702, 1.4275, 0, 0, -nan
33.3702, 1.4725, 6, 1, 83.3333
33.3702, 1.5175, 2, 3, 50
33.3702, 1.5625, 4, 3, 25
33.3702, 1.6075, 0, 0, -nan
33.3702, 1.6525, 0, 0, -nan
33.3702, 1.6975, 1, 0, 100
33.3702, 1.7425, 0, 5, inf
33.3702, 1.7875, 0, 3, inf
33.3702, 1.8325, 0, 1, inf
33.3702, 1.8775, 1, 1, 0
33.3702, 1.9225, 1, 0, 100
33.3702, 1.9675, 0, 0, -nan
33.3702, 2.0125, 0, 1, inf
33.3702, 2.0575, 1, 1, 0
33.3702, 2.1025, 5, 0, 100
33.3702, 2.1475, 0, 2, inf
33.3702, 2.1925, 3, 1, 66.6667
33.3702, 2.2375, 1, 2, 100
33.3702, 2.2825, 0, 1, inf
33.3702, 2.3275, 0, 0, -nan
33.3702, 2.3725, 0, 0, -nan
33.3702, 2.4175, 0, 0, -nan
33.3702, 2.4625, 0, 0, -nan
33.3702, 2.5075, 2, 1, 50
33.3702, 2.5525, 0, 2, inf
33.3702, 2.5975, 1, 3, 200
33.3702, 2.6425, 2, 6, 200
33.3702, 2.6875, 1, 1, 0
33.3702, 2.7325, 1, 2, 100
33.3702, 2.7775, 0, 0, -nan
33.3702, 2.8225, 1, 2, 100
33.3702, 2.8675, 0, 0, -nan
33.3702, 2.9125, 0, 0, -nan
33.3702, 2.9575, 0, 0, -nan
33.3702, 3.0025, 0, 1, inf
33.3702, 3.0475, 0, 0, -nan
33.3702, 3.0925, 0, 0, -nan
33.3702, 3.1375, 0, 0, -nan
33.3702, 3.1825, 0, 0, -nan
33.3702, 3.2275, 0, 1, inf
33.3702, 3.2725, 1, 2, 100
33.3702, 3.3175, 1, 1, 0
33.3702, 3.3625, 1, 0, 100
33.3702, 3.4075, 0, 1, inf
33.3702, 3.4525, 1, 1, 0
33.3702, 3.4975, 0, 0, -nan
33.3702, 3.5425, 2, 1, 50
33.3702, 3.5875, 0, 0, -nan
33.3702, 3.6325, 1, 1, 0
33.3702, 3.6775, 3, 1, 66.6667
