-0.878172 , -42.75 , 1.225 , -0.0852126
-0.878172 , -42.75 , 1.675 , 0.15433
-0.878172 , -42.75 , 2.125 , -0.122951
-0.878172 , -42.75 , 2.575 , -0.676259
-0.878172 , -42.75 , 3.025 , 0.718446
-0.878172 , -42.75 , 3.475 , -0.989837
-0.878172 , -42.75 , 3.925 , -0.850285
-0.878172 , -42.75 , 4.375 , 0.0067665
-0.878172 , -42.75 , 4.825 , 0.788061
-0.878172 , -42.75 , 5.275 , 0.678408
-0.878172 , -42.75 , 5.725 , 0.596418
-0.878172 , -42.75 , 6.175 , 0.633892
-0.878172 , -42.75 , 6.625 , 0.941993
-0.878172 , -42.75 , 7.075 , 3.34985
-0.878172 , -42.75 , 7.525 , 0.601733
-0.878172 , -42.75 , 7.975 , -0.00807357
-0.878172 , -42.75 , 8.425 , -0.0259316
-0.878172 , -42.75 , 8.875 , -0.0162576
-0.878172 , -42.75 , 9.325 , -0.00706307
-0.878172 , -42.75 , 9.775 , -0.000237666
-0.86702 , -42.75 , 1.225 , -0.0368051
-0.86702 , -42.75 , 1.675 , 0.341327
-0.86702 , -42.75 , 2.125 , -0.115065
-0.86702 , -42.75 , 2.575 , -0.337756
-0.86702 , -42.75 , 3.025 , 0.95694
-0.86702 , -42.75 , 3.475 , -0.967854
-0.86702 , -42.75 , 3.925 , -0.521037
-0.86702 , -42.75 , 4.375 , 0.688304
-0.86702 , -42.75 , 4.825 , 1.26986
-0.86702 , -42.75 , 5.275 , 0.936486
-0.86702 , -42.75 , 5.725 , 0.788849
-0.86702 , -42.75 , 6.175 , 0.822524
-0.86702 , -42.75 , 6.625 , 1.15294
-0.86702 , -42.75 , 7.075 , -0.486777
-0.86702 , -42.75 , 7.525 , -1.02106
-0.86702 , -42.75 , 7.975 , -0.455239
-0.86702 , -42.75 , 8.425 , -0.275677
-0.86702 , -42.75 , 8.875 , -0.192143
-0.86702 , -42.75 , 9.325 , -0.145555
-0.86702 , -42.75 , 9.775 , -0.116556
-0.855869 , -42.75 , 1.225 , 0.0238508
-0.855869 , -42.75 , 1.675 , 0.786549
-0.855869 , -42.75 , 2.125 , -0.0751736
-0.855869 , -42.75 , 2.575 , -0.110026
-0.855869 , -42.75 , 3.025 , 1.22405
-0.855869 , -42.75 , 3.475 , -0.725109
-0.855869 , -42.75 , 3.925 , -0.0989643
-0.855869 , -42.75 , 4.375 , 1.69952
-0.855869 , -42.75 , 4.825 , 1.7398
-0.855869 , -42.75 , 5.275 , 0.953315
-0.855869 , -42.75 , 5.725 , 0.611739
-0.855869 , -42.75 , 6.175 , 0.326172
-0.855869 , -42.75 , 6.625 , -1.11385
-0.855869 , -42.75 , 7.075 , -5.14908
-0.855869 , -42.75 , 7.525 , -1.42054
-0.855869 , -42.75 , 7.975 , -0.65119
-0.855869 , -42.75 , 8.425 , -0.39758
-0.855869 , -42.75 , 8.875 , -0.281947
-0.855869 , -42.75 , 9.325 , -0.219137
-0.855869 , -42.75 , 9.775 , -0.181029
-0.844718 , -42.75 , 1.225 , 0.105154
-0.844718 , -42.75 , 1.675 , 0.605822
-0.844718 , -42.75 , 2.125 , -0.0432732
-0.844718 , -42.75 , 2.575 , 0.0163616
-0.844718 , -42.75 , 3.025 , 1.49859
-0.844718 , -42.75 , 3.475 , -0.409289
-0.844718 , -42.75 , 3.925 , 0.470685
-0.844718 , -42.75 , 4.375 , 3.88773
-0.844718 , -42.75 , 4.825 , 1.54058
-0.844718 , -42.75 , 5.275 , 0.0861246
-0.844718 , -42.75 , 5.725 , -0.615247
-0.844718 , -42.75 , 6.175 , -1.70673
-0.844718 , -42.75 , 6.625 , -4.12793
-0.844718 , -42.75 , 7.075 , -3.18393
-0.844718 , -42.75 , 7.525 , -1.15336
-0.844718 , -42.75 , 7.975 , -0.506228
-0.844718 , -42.75 , 8.425 , -0.275459
-0.844718 , -42.75 , 8.875 , -0.175641
-0.844718 , -42.75 , 9.325 , -0.126236
-0.844718 , -42.75 , 9.775 , -0.0994734
-0.833567 , -42.75 , 1.225 , 0.103937
-0.833567 , -42.75 , 1.675 , -0.130917
-0.833567 , -42.75 , 2.125 , 0.0148697
-0.833567 , -42.75 , 2.575 , -0.122471
-0.833567 , -42.75 , 3.025 , 2.27277
-0.833567 , -42.75 , 3.475 , 0.037215
-0.833567 , -42.75 , 3.925 , 1.52753
-0.833567 , -42.75 , 4.375 , 9.58608
-0.833567 , -42.75 , 4.825 , -1.96921
-0.833567 , -42.75 , 5.275 , -2.27003
-0.833567 , -42.75 , 5.725 , -2.67367
-0.833567 , -42.75 , 6.175 , -3.28921
-0.833567 , -42.75 , 6.625 , -3.30631
-0.833567 , -42.75 , 7.075 , -1.33395
-0.833567 , -42.75 , 7.525 , 0.185634
-0.833567 , -42.75 , 7.975 , 0.592195
-0.833567 , -42.75 , 8.425 , 0.636168
-0.833567 , -42.75 , 8.875 , 0.594321
-0.833567 , -42.75 , 9.325 , 0.538949
-0.833567 , -42.75 , 9.775 , 0.487434
-0.822416 , -42.75 , 1.225 , 0.19739
-0.822416 , -42.75 , 1.675 , -0.113439
-0.822416 , -42.75 , 2.125 , 0.0332672
-0.822416 , -42.75 , 2.575 , -0.096138
-0.822416 , -42.75 , 3.025 , 1.01524
-0.822416 , -42.75 , 3.475 , 0.0981975
-0.822416 , -42.75 , 3.925 , 1.74697
-0.822416 , -42.75 , 4.375 , 3.10815
-0.822416 , -42.75 , 4.825 , -2.0394
-0.822416 , -42.75 , 5.275 , -2.17016
-0.822416 , -42.75 , 5.725 , -2.51299
-0.822416 , -42.75 , 6.175 , -2.97043
-0.822416 , -42.75 , 6.625 , -2.56384
-0.822416 , -42.75 , 7.075 , -0.591076
-0.822416 , -42.75 , 7.525 , 0.509128
-0.822416 , -42.75 , 7.975 , 0.727117
-0.822416 , -42.75 , 8.425 , 0.704325
-0.822416 , -42.75 , 8.875 , 0.63616
-0.822416 , -42.75 , 9.325 , 0.568947
-0.822416 , -42.75 , 9.775 , 0.511624
-0.811265 , -42.75 , 1.225 , -0.0459495
-0.811265 , -42.75 , 1.675 , -0.0836945
-0.811265 , -42.75 , 2.125 , 0.048338
-0.811265 , -42.75 , 2.575 , -0.073431
-0.811265 , -42.75 , 3.025 , -0.613297
-0.811265 , -42.75 , 3.475 , 0.147227
-0.811265 , -42.75 , 3.925 , 1.96705
-0.811265 , -42.75 , 4.375 , -0.95964
-0.811265 , -42.75 , 4.825 , -1.9547
-0.811265 , -42.75 , 5.275 , -1.99433
-0.811265 , -42.75 , 5.725 , -2.26207
-0.811265 , -42.75 , 6.175 , -2.51877
-0.811265 , -42.75 , 6.625 , -1.73348
-0.811265 , -42.75 , 7.075 , 0.0483949
-0.811265 , -42.75 , 7.525 , 0.762908
-0.811265 , -42.75 , 7.975 , 0.828196
-0.811265 , -42.75 , 8.425 , 0.752117
-0.811265 , -42.75 , 8.875 , 0.663291
-0.811265 , -42.75 , 9.325 , 0.587148
-0.811265 , -42.75 , 9.775 , 0.52578
-0.800114 , -42.75 , 1.225 , -0.0450969
-0.800114 , -42.75 , 1.675 , -0.0574621
-0.800114 , -42.75 , 2.125 , 0.0729703
-0.800114 , -42.75 , 2.575 , -0.0565883
-0.800114 , -42.75 , 3.025 , -0.543026
-0.800114 , -42.75 , 3.475 , 0.188004
-0.800114 , -42.75 , 3.925 , 2.27802
-0.800114 , -42.75 , 4.375 , -1.94498
-0.800114 , -42.75 , 4.825 , -1.78926
-0.800114 , -42.75 , 5.275 , -1.80979
-0.800114 , -42.75 , 5.725 , -2.02411
-0.800114 , -42.75 , 6.175 , -2.10189
-0.800114 , -42.75 , 6.625 , -1.03544
-0.800114 , -42.75 , 7.075 , 0.471891
-0.800114 , -42.75 , 7.525 , 0.89083
-0.800114 , -42.75 , 7.975 , 0.858623
-0.800114 , -42.75 , 8.425 , 0.754178
-0.800114 , -42.75 , 8.875 , 0.657296
-0.800114 , -42.75 , 9.325 , 0.579436
-0.800114 , -42.75 , 9.775 , 0.518553
-0.788963 , -42.75 , 1.225 , -0.0397449
-0.788963 , -42.75 , 1.675 , -0.0374288
-0.788963 , -42.75 , 2.125 , 0.103203
-0.788963 , -42.75 , 2.575 , -0.0418815
-0.788963 , -42.75 , 3.025 , -0.372331
-0.788963 , -42.75 , 3.475 , 0.219321
-0.788963 , -42.75 , 3.925 , 2.61888
-0.788963 , -42.75 , 4.375 , -2.00382
-0.788963 , -42.75 , 4.825 , -1.58518
-0.788963 , -42.75 , 5.275 , -1.59492
-0.788963 , -42.75 , 5.725 , -1.74338
-0.788963 , -42.75 , 6.175 , -1.62472
-0.788963 , -42.75 , 6.625 , -0.379822
-0.788963 , -42.75 , 7.075 , 0.77792
-0.788963 , -42.75 , 7.525 , 0.959466
-0.788963 , -42.75 , 7.975 , 0.858365
-0.788963 , -42.75 , 8.425 , 0.736476
-0.788963 , -42.75 , 8.875 , 0.636461
-0.788963 , -42.75 , 9.325 , 0.559535
-0.788963 , -42.75 , 9.775 , 0.500759
-0.777812 , -42.75 , 1.225 , -0.036066
-0.777812 , -42.75 , 1.675 , -0.0206648
-0.777812 , -42.75 , 2.125 , 0.141061
-0.777812 , -42.75 , 2.575 , -0.0270072
-0.777812 , -42.75 , 3.025 , -0.247712
-0.777812 , -42.75 , 3.475 , 0.239857
-0.777812 , -42.75 , 3.925 , 2.82004
-0.777812 , -42.75 , 4.375 , -1.75791
-0.777812 , -42.75 , 4.825 , -1.35713
-0.777812 , -42.75 , 5.275 , -1.35865
-0.777812 , -42.75 , 5.725 , -1.43388
-0.777812 , -42.75 , 6.175 , -1.12122
-0.777812 , -42.75 , 6.625 , 0.171989
-0.777812 , -42.75 , 7.075 , 0.9569
-0.777812 , -42.75 , 7.525 , 0.963334
-0.777812 , -42.75 , 7.975 , 0.82108
-0.777812 , -42.75 , 8.425 , 0.693254
-0.777812 , -42.75 , 8.875 , 0.595773
-0.777812 , -42.75 , 9.325 , 0.523025
-0.777812 , -42.75 , 9.775 , 0.468404
-0.76666 , -42.75 , 1.225 , -0.0282498
-0.76666 , -42.75 , 1.675 , -0.00792206
-0.76666 , -42.75 , 2.125 , 0.197186
-0.76666 , -42.75 , 2.575 , -0.013377
-0.76666 , -42.75 , 3.025 , -0.160523
-0.76666 , -42.75 , 3.475 , 0.255654
-0.76666 , -42.75 , 3.925 , 1.95288
-0.76666 , -42.75 , 4.375 , -1.4554
-0.76666 , -42.75 , 4.825 , -1.14213
-0.76666 , -42.75 , 5.275 , -1.13834
-0.76666 , -42.75 , 5.725 , -1.14398
-0.76666 , -42.75 , 6.175 , -0.659869
-0.76666 , -42.75 , 6.625 , 0.560695
-0.76666 , -42.75 , 7.075 , 1.01231
-0.76666 , -42.75 , 7.525 , 0.910545
-0.76666 , -42.75 , 7.975 , 0.753631
-0.76666 , -42.75 , 8.425 , 0.63064
-0.76666 , -42.75 , 8.875 , 0.54083
-0.76666 , -42.75 , 9.325 , 0.475066
-0.76666 , -42.75 , 9.775 , 0.426278
-0.755509 , -42.75 , 1.225 , -0.0159792
-0.755509 , -42.75 , 1.675 , 0.000606249
-0.755509 , -42.75 , 2.125 , 0.0358231
-0.755509 , -42.75 , 2.575 , 0.0046208
-0.755509 , -42.75 , 3.025 , -0.0967913
-0.755509 , -42.75 , 3.475 , 0.251909
-0.755509 , -42.75 , 3.925 , -1.98057
-0.755509 , -42.75 , 4.375 , -1.14406
-0.755509 , -42.75 , 4.825 , -0.909311
-0.755509 , -42.75 , 5.275 , -0.88914
-0.755509 , -42.75 , 5.725 , -0.813101
-0.755509 , -42.75 , 6.175 , -0.187493
-0.755509 , -42.75 , 6.625 , 0.828781
-0.755509 , -42.75 , 7.075 , 0.99005
-0.755509 , -42.75 , 7.525 , 0.821339
-0.755509 , -42.75 , 7.975 , 0.663529
-0.755509 , -42.75 , 8.425 , 0.55061
-0.755509 , -42.75 , 8.875 , 0.470992
-0.755509 , -42.75 , 9.325 , 0.413669
-0.755509 , -42.75 , 9.775 , 0.37163
-0.744358 , -42.75 , 1.225 , -0.000125382
-0.744358 , -42.75 , 1.675 , -0.000775405
-0.744358 , -42.75 , 2.125 , -0.94983
-0.744358 , -42.75 , 2.575 , 0.0266592
-0.744358 , -42.75 , 3.025 , -0.0507131
-0.744358 , -42.75 , 3.475 , 0.2449
-0.744358 , -42.75 , 3.925 , -2.61484
-0.744358 , -42.75 , 4.375 , -0.876231
-0.744358 , -42.75 , 4.825 , -0.710681
-0.744358 , -42.75 , 5.275 , -0.679451
-0.744358 , -42.75 , 5.725 , -0.538277
-0.744358 , -42.75 , 6.175 , 0.161492
-0.744358 , -42.75 , 6.625 , 0.9012
-0.744358 , -42.75 , 7.075 , 0.87488
-0.744358 , -42.75 , 7.525 , 0.693446
-0.744358 , -42.75 , 7.975 , 0.553801
-0.744358 , -42.75 , 8.425 , 0.458594
-0.744358 , -42.75 , 8.875 , 0.392728
-0.744358 , -42.75 , 9.325 , 0.345695
