1 -0.872665 0.0174533
2 -0.855211 0.0174533
3 -0.837758 0.0174533
4 -0.820305 0.0174533
5 -0.802851 0.0174533
6 -0.785398 0.0174533
7 -0.767945 0.0174533
8 -0.750492 0.0174533
9 -0.733038 0.0174533
10 -0.715585 0.0174533
11 -0.698132 0.0174533
12 -0.680678 0.0174533
13 -0.663225 0.0174533
14 -0.645772 0.0174533
15 -0.628319 0.0174533
16 -0.610865 0.0174533
17 -0.593412 0.0174533
18 -0.575959 0.0174533
19 -0.558505 0.0174533
20 -0.541052 0.0174533
21 -0.523599 0.0174533
22 -0.506145 0.0174533
23 -0.488692 0.0174533
24 -0.471239 0.0174533
25 -0.453786 0.0174533
26 -0.436332 0.0174533
27 -0.418879 0.0174533
28 -0.401426 0.0174533
29 -0.383972 0.0174533
30 -0.366519 0.0174533
31 -0.349066 0.0174533
32 -0.331613 0.0174533
33 -0.314159 0.0174533
34 -0.296706 0.0174533
35 -0.279253 0.0174533
36 -0.261799 0.0174533
37 -0.244346 0.0174533
38 -0.226893 0.0174533
39 -0.20944 0.0174533
40 -0.191986 0.0174533
41 -0.174533 0.0174533
42 -0.15708 0.0174533
43 -0.139626 0.0174533
44 -0.122173 0.0174533
45 -0.10472 0.0174533
46 -0.0872665 0.0174533
47 -0.0698132 0.0174533
48 -0.0523599 0.0174533
49 -0.0349066 0.0174533
50 -0.0174533 0.0174533
51 -1.21431e-17 0.0174533
52 0.0174533 0.0174533
53 0.0349066 0.0174533
54 0.0523599 0.0174533
55 0.0698132 0.0174533
56 0.0872665 0.0174533
57 0.10472 0.0174533
58 0.122173 0.0174533
59 0.139626 0.0174533
60 0.15708 0.0174533
61 0.174533 0.0174533
62 0.191986 0.0174533
63 0.20944 0.0174533
64 0.226893 0.0174533
65 0.244346 0.0174533
66 0.261799 0.0174533
67 0.279253 0.0174533
68 0.296706 0.0174533
69 0.314159 0.0174533
70 0.331613 0.0174533
71 0.349066 0.0174533
72 0.366519 0.0174533
73 0.383972 0.0174533
74 0.401426 0.0174533
75 0.418879 0.0174533
76 0.436332 0.0174533
77 0.453786 0.0174533
78 0.471239 0.0174533
79 0.488692 0.0174533
80 0.506145 0.0174533
81 0.523599 0.0174533
82 0.541052 0.0174533
83 0.558505 0.0174533
84 0.575959 0.0174533
85 0.593412 0.0174533
86 0.610865 0.0174533
87 0.628319 0.0174533
88 0.645772 0.0174533
89 0.663225 0.0174533
90 0.680678 0.0174533
91 0.698132 0.0174533
92 0.715585 0.0174533
93 0.733038 0.0174533
94 0.750492 0.0174533
95 0.767945 0.0174533
96 0.785398 0.0174533
97 0.802851 0.0174533
98 0.820305 0.0174533
99 0.837758 0.0174533
100 0.855211 0.0174533
101 0.872665 0.0174533
