10 -2 3.51774 8 5
10 -1.6 2.25365 8 5
10 -1.2 1.27785 8 5
10 -0.8 0.571468 8 5
10 -0.4 0.158548 8 5
10 0 0.00745304 8 5
10 0.4 0.148304 8 5
10 0.8 0.570302 8 5
10 1.2 1.28487 8 5
10 1.6 2.3637 8 5
10 2 3.71043 8 5
20 -2 7.15889 8 5
20 -1.6 4.59804 8 5
20 -1.2 2.53031 8 5
20 -0.8 1.1554 8 5
20 -0.4 0.278385 8 5
20 0 0.00786027 8 5
20 0.4 0.286741 8 5
20 0.8 1.15336 8 5
20 1.2 2.5289 8 5
20 1.6 4.77613 8 5
20 2 7.33883 8 5
30 -2 10.6311 8 5
30 -1.6 6.69328 8 5
30 -1.2 3.89464 8 5
30 -0.8 1.71164 8 5
30 -0.4 0.442002 8 5
30 0 0.00621654 8 5
30 0.4 0.431154 8 5
30 0.8 1.72461 8 5
30 1.2 3.94559 8 5
30 1.6 6.95855 8 5
30 2 10.9442 8 5
40 -2 14.0347 8 5
40 -1.6 8.85593 8 5
40 -1.2 5.09815 8 5
40 -0.8 2.21608 8 5
40 -0.4 0.598928 8 5
40 0 0.0111427 8 5
40 0.4 0.554603 8 5
40 0.8 2.26579 8 5
40 1.2 5.17624 8 5
40 1.6 9.34528 8 5
40 2 14.672 8 5
